x     y     z      f
0.60000 0.80000 0.30000 -0.00000
0.60000 0.80000 0.40000 -0.00000
0.60000 0.80000 0.50000 0.00000
0.60000 0.80000 0.60000 0.00000
0.60000 0.80000 0.70000 0.00000
0.60000 0.80000 0.80000 0.00000
0.60000 0.80000 0.90000 0.00000
0.60000 0.90000 0.00000 0.00000
0.60000 0.90000 0.10000 0.00000
0.60000 0.90000 0.20000 0.00000
0.60000 0.90000 0.30000 0.00000
0.60000 0.90000 0.40000 0.00000
0.60000 0.90000 0.50000 0.00000
0.60000 0.90000 0.60000 0.00000
0.60000 0.90000 0.70000 0.00000
0.60000 0.90000 0.80000 0.00000
0.60000 0.90000 0.90000 0.00000
0.70000 0.00000 0.00000 -0.34549
0.70000 0.00000 0.10000 -0.34549
0.70000 0.00000 0.20000 -0.55902
0.70000 0.00000 0.30000 -0.55902
0.70000 0.00000 0.40000 -0.34549
0.70000 0.00000 0.50000 -0.00000
0.70000 0.00000 0.60000 0.34549
0.70000 0.00000 0.70000 0.55902
0.70000 0.00000 0.80000 0.55902
0.70000 0.00000 0.90000 0.34549
0.70000 0.10000 0.00000 -0.05940
0.70000 0.10000 0.10000 -0.05943
0.70000 0.10000 0.20000 -0.09207
0.70000 0.10000 0.30000 -0.08467
0.70000 0.10000 0.40000 -0.04488
0.70000 0.10000 0.50000 0.01206
0.70000 0.10000 0.60000 0.06436
0.70000 0.10000 0.70000 0.09161
0.70000 0.10000 0.80000 0.07897
0.70000 0.10000 0.90000 0.00000
0.70000 0.20000 0.00000 -0.00745
0.70000 0.20000 0.10000 -0.00746
0.70000 0.20000 0.20000 -0.01127
0.70000 0.20000 0.30000 -0.01000
0.70000 0.20000 0.40000 -0.00489
0.70000 0.20000 0.50000 0.00209
0.70000 0.20000 0.60000 0.00826
0.70000 0.20000 0.70000 0.01117
0.70000 0.20000 0.80000 0.00902
0.70000 0.20000 0.90000 0.00000
0.70000 0.30000 0.00000 -0.00068
0.70000 0.30000 0.10000 -0.00069
0.70000 0.30000 0.20000 -0.00102
0.70000 0.30000 0.30000 -0.00088
0.70000 0.30000 0.40000 -0.00040
0.70000 0.30000 0.50000 0.00023
0.70000 0.30000 0.60000 0.00077
0.70000 0.30000 0.70000 0.00101
0.70000 0.30000 0.80000 0.00077
0.70000 0.30000 0.90000 0.00000
0.70000 0.40000 0.00000 -0.00005
0.70000 0.40000 0.10000 -0.00005
0.70000 0.40000 0.20000 -0.00008
0.70000 0.40000 0.30000 -0.00007
0.70000 0.40000 0.40000 -0.00003
0.70000 0.40000 0.50000 0.00002
0.70000 0.40000 0.60000 0.00006
0.70000 0.40000 0.70000 0.00008
0.70000 0.40000 0.80000 0.00006
0.70000 0.40000 0.90000 0.00000
0.70000 0.50000 0.00000 -0.00000
0.70000 0.50000 0.10000 -0.00000
0.70000 0.50000 0.20000 -0.00000
0.70000 0.50000 0.30000 -0.00000
0.70000 0.50000 0.40000 -0.00000
0.70000 0.50000 0.50000 0.00000
0.70000 0.50000 0.60000 0.00000
0.70000 0.50000 0.70000 0.00000
0.70000 0.50000 0.80000 0.00000
0.70000 0.50000 0.90000 0.00000
0.70000 0.60000 0.00000 -0.00000
0.70000 0.60000 0.10000 -0.00000
0.70000 0.60000 0.20000 -0.00000
0.70000 0.60000 0.30000 -0.00000
0.70000 0.60000 0.40000 -0.00000
0.70000 0.60000 0.50000 0.00000
0.70000 0.60000 0.60000 0.00000
0.70000 0.60000 0.70000 0.00000
0.70000 0.60000 0.80000 0.00000
0.70000 0.60000 0.90000 0.00000
0.70000 0.70000 0.00000 -0.00000
0.70000 0.70000 0.10000 -0.00000
0.70000 0.70000 0.20000 -0.00000
0.70000 0.70000 0.30000 -0.00000
0.70000 0.70000 0.40000 -0.00000
0.70000 0.70000 0.50000 0.00000
0.70000 0.70000 0.60000 0.00000
0.70000 0.70000 0.70000 0.00000
0.70000 0.70000 0.80000 0.00000
0.70000 0.70000 0.90000 0.00000
0.70000 0.80000 0.00000 -0.00000
0.70000 0.80000 0.10000 -0.00000
0.70000 0.80000 0.20000 -0.00000
0.70000 0.80000 0.30000 -0.00000
0.70000 0.80000 0.40000 -0.00000
0.70000 0.80000 0.50000 0.00000
0.70000 0.80000 0.60000 0.00000
0.70000 0.80000 0.70000 0.00000
0.70000 0.80000 0.80000 0.00000
0.70000 0.80000 0.90000 0.00000
0.70000 0.90000 0.00000 0.00000
0.70000 0.90000 0.10000 0.00000
0.70000 0.90000 0.20000 0.00000
0.70000 0.90000 0.30000 0.00000
0.70000 0.90000 0.40000 0.00000
0.70000 0.90000 0.50000 0.00000
0.70000 0.90000 0.60000 0.00000
0.70000 0.90000 0.70000 0.00000
0.70000 0.90000 0.80000 0.00000
0.70000 0.90000 0.90000 0.00000
0.80000 0.00000 0.00000 0.34549
0.80000 0.00000 0.10000 0.34549
0.80000 0.00000 0.20000 0.55902
0.80000 0.00000 0.30000 0.55902
0.80000 0.00000 0.40000 0.34549
0.80000 0.00000 0.50000 0.00000
0.80000 0.00000 0.60000 -0.34549
0.80000 0.00000 0.70000 -0.55902
0.80000 0.00000 0.80000 -0.55902
0.80000 0.00000 0.90000 -0.34549
0.80000 0.10000 0.00000 0.05189
0.80000 0.10000 0.10000 0.05190
0.80000 0.10000 0.20000 0.07848
0.80000 0.10000 0.30000 0.07551
0.80000 0.10000 0.40000 0.04369
0.80000 0.10000 0.50000 -0.00480
0.80000 0.10000 0.60000 -0.05144
0.80000 0.10000 0.70000 -0.07811
0.80000 0.10000 0.80000 -0.07085
0.80000 0.10000 0.90000 0.00000
0.80000 0.20000 0.00000 0.00596
0.80000 0.20000 0.10000 0.00597
0.80000 0.20000 0.20000 0.00873
0.80000 0.20000 0.30000 0.00825
0.80000 0.20000 0.40000 0.00462
0.80000 0.20000 0.50000 -0.00077
0.80000 0.20000 0.60000 -0.00587
0.80000 0.20000 0.70000 -0.00865
0.80000 0.20000 0.80000 -0.00752
0.80000 0.20000 0.90000 0.00000
0.80000 0.30000 0.00000 0.00052
0.80000 0.30000 0.10000 0.00052
0.80000 0.30000 0.20000 0.00073
0.80000 0.30000 0.30000 0.00068
0.80000 0.30000 0.40000 0.00037
0.80000 0.30000 0.50000 -0.00009
0.80000 0.30000 0.60000 -0.00050
0.80000 0.30000 0.70000 -0.00072
0.80000 0.30000 0.80000 -0.00060
0.80000 0.30000 0.90000 0.00000
0.80000 0.40000 0.00000 0.00004
0.80000 0.40000 0.10000 0.00004
0.80000 0.40000 0.20000 0.00005
0.80000 0.40000 0.30000 0.00005
0.80000 0.40000 0.40000 0.00003
0.80000 0.40000 0.50000 -0.00001
0.80000 0.40000 0.60000 -0.00004
0.80000 0.40000 0.70000 -0.00005
0.80000 0.40000 0.80000 -0.00004
0.80000 0.40000 0.90000 0.00000
0.80000 0.50000 0.00000 0.00000
0.80000 0.50000 0.10000 0.00000
0.80000 0.50000 0.20000 0.00000
0.80000 0.50000 0.30000 0.00000
0.80000 0.50000 0.40000 0.00000
0.80000 0.50000 0.50000 -0.00000
0.80000 0.50000 0.60000 -0.00000
0.80000 0.50000 0.70000 -0.00000
0.80000 0.50000 0.80000 -0.00000
0.80000 0.50000 0.90000 0.00000
0.80000 0.60000 0.00000 0.00000
0.80000 0.60000 0.10000 0.00000
0.80000 0.60000 0.20000 0.00000
0.80000 0.60000 0.30000 0.00000
0.80000 0.60000 0.40000 0.00000
0.80000 0.60000 0.50000 -0.00000
0.80000 0.60000 0.60000 -0.00000
0.80000 0.60000 0.70000 -0.00000
0.80000 0.60000 0.80000 -0.00000
0.80000 0.60000 0.90000 0.00000
0.80000 0.70000 0.00000 0.00000
0.80000 0.70000 0.10000 0.00000
0.80000 0.70000 0.20000 0.00000
0.80000 0.70000 0.30000 0.00000
0.80000 0.70000 0.40000 0.00000
0.80000 0.70000 0.50000 -0.00000
0.80000 0.70000 0.60000 -0.00000
0.80000 0.70000 0.70000 -0.00000
0.80000 0.70000 0.80000 -0.00000
0.80000 0.70000 0.90000 0.00000
0.80000 0.80000 0.00000 0.00000
0.80000 0.80000 0.10000 0.00000
0.80000 0.80000 0.20000 0.00000
0.80000 0.80000 0.30000 0.00000
0.80000 0.80000 0.40000 0.00000
0.80000 0.80000 0.50000 -0.00000
0.80000 0.80000 0.60000 -0.00000
0.80000 0.80000 0.70000 -0.00000
0.80000 0.80000 0.80000 -0.00000
0.80000 0.80000 0.90000 0.00000
0.80000 0.90000 0.00000 0.00000
0.80000 0.90000 0.10000 0.00000
0.80000 0.90000 0.20000 0.00000
0.80000 0.90000 0.30000 0.00000
0.80000 0.90000 0.40000 0.00000
0.80000 0.90000 0.50000 0.00000
0.80000 0.90000 0.60000 0.00000
0.80000 0.90000 0.70000 0.00000
0.80000 0.90000 0.80000 0.00000
0.80000 0.90000 0.90000 0.00000
0.90000 0.00000 0.00000 0.55902
0.90000 0.00000 0.10000 0.55902
0.90000 0.00000 0.20000 0.90451
0.90000 0.00000 0.30000 0.90451
0.90000 0.00000 0.40000 0.55902
0.90000 0.00000 0.50000 0.00000
0.90000 0.00000 0.60000 -0.55902
0.90000 0.00000 0.70000 -0.90451
0.90000 0.00000 0.80000 -0.90451
0.90000 0.00000 0.90000 -0.55902
0.90000 0.10000 0.00000 0.00000
0.90000 0.10000 0.10000 0.00000
0.90000 0.10000 0.20000 0.00000
0.90000 0.10000 0.30000 0.00000
0.90000 0.10000 0.40000 0.00000
0.90000 0.10000 0.50000 0.00000
0.90000 0.10000 0.60000 0.00000
0.90000 0.10000 0.70000 0.00000
0.90000 0.10000 0.80000 0.00000
0.90000 0.10000 0.90000 0.00000
0.90000 0.20000 0.00000 0.00000
0.90000 0.20000 0.10000 0.00000
0.90000 0.20000 0.20000 0.00000
0.90000 0.20000 0.30000 0.00000
0.90000 0.20000 0.40000 0.00000
0.90000 0.20000 0.50000 0.00000
0.90000 0.20000 0.60000 0.00000
0.90000 0.20000 0.70000 0.00000
0.90000 0.20000 0.80000 0.00000
0.90000 0.20000 0.90000 0.00000
0.90000 0.30000 0.00000 0.00000
0.90000 0.30000 0.10000 0.00000
0.90000 0.30000 0.20000 0.00000
0.90000 0.30000 0.30000 0.00000
0.90000 0.30000 0.40000 0.00000
0.90000 0.30000 0.50000 0.00000
0.90000 0.30000 0.60000 0.00000
0.90000 0.30000 0.70000 0.00000
0.90000 0.30000 0.80000 0.00000
0.90000 0.30000 0.90000 0.00000
0.90000 0.40000 0.00000 0.00000
0.90000 0.40000 0.10000 0.00000
0.90000 0.40000 0.20000 0.00000
0.90000 0.40000 0.30000 0.00000
0.90000 0.40000 0.40000 0.00000
0.90000 0.40000 0.50000 0.00000
0.90000 0.40000 0.60000 0.00000
0.90000 0.40000 0.70000 0.00000
0.90000 0.40000 0.80000 0.00000
0.90000 0.40000 0.90000 0.00000
0.90000 0.50000 0.00000 0.00000
0.90000 0.50000 0.10000 0.00000
0.90000 0.50000 0.20000 0.00000
0.90000 0.50000 0.30000 0.00000
0.90000 0.50000 0.40000 0.00000
0.90000 0.50000 0.50000 0.00000
0.90000 0.50000 0.60000 0.00000
0.90000 0.50000 0.70000 0.00000
0.90000 0.50000 0.80000 0.00000
0.90000 0.50000 0.90000 0.00000
0.90000 0.60000 0.00000 0.00000
0.90000 0.60000 0.10000 0.00000
0.90000 0.60000 0.20000 0.00000
0.90000 0.60000 0.30000 0.00000
0.90000 0.60000 0.40000 0.00000
0.90000 0.60000 0.50000 0.00000
0.90000 0.60000 0.60000 0.00000
0.90000 0.60000 0.70000 0.00000
0.90000 0.60000 0.80000 0.00000
0.90000 0.60000 0.90000 0.00000
0.90000 0.70000 0.00000 0.00000
0.90000 0.70000 0.10000 0.00000
0.90000 0.70000 0.20000 0.00000
0.90000 0.70000 0.30000 0.00000
0.90000 0.70000 0.40000 0.00000
0.90000 0.70000 0.50000 0.00000
0.90000 0.70000 0.60000 0.00000
0.90000 0.70000 0.70000 0.00000
0.90000 0.70000 0.80000 0.00000
0.90000 0.70000 0.90000 0.00000
0.90000 0.80000 0.00000 0.00000
0.90000 0.80000 0.10000 0.00000
0.90000 0.80000 0.20000 0.00000
0.90000 0.80000 0.30000 0.00000
0.90000 0.80000 0.40000 0.00000
0.90000 0.80000 0.50000 0.00000
0.90000 0.80000 0.60000 0.00000
0.90000 0.80000 0.70000 0.00000
0.90000 0.80000 0.80000 0.00000
0.90000 0.80000 0.90000 0.00000
0.90000 0.90000 0.00000 0.00000
0.90000 0.90000 0.10000 0.00000
0.90000 0.90000 0.20000 0.00000
0.90000 0.90000 0.30000 0.00000
0.90000 0.90000 0.40000 0.00000
0.90000 0.90000 0.50000 0.00000
0.90000 0.90000 0.60000 0.00000
0.90000 0.90000 0.70000 0.00000
0.90000 0.90000 0.80000 0.00000
0.90000 0.90000 0.90000 0.00000
